Sector,Calendar Year,Budget Year,Indicator,Source,Calendar Value,Budget Value,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Unit
,,2018-2019,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,5.71%,,,,,,,,,,,,,Percentage
,,2019-2020,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,5.22%,,,,,,,,,,,,,Percentage
,,2020-2021,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,5.94%,,,,,,,,,,,,,Percentage
,2018,,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,,,,,,,,4.49%,4.73%,5.45%,5.90%,5.49%,5.45%,Percentage
,2019,,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,,5.57%,5.51%,5.29%,5.64%,5.84%,5.71%,5.94%,5.82%,5.92%,5.45%,5.47%,5.55%,Percentage
,2020,,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,,6.30%,6.23%,6.45%,6.04%,5.75%,5.22%,5.28%,5.05%,5.12%,5%,5.19%,5.21%,Percentage
,2021,,Inflation (Non-food)- Point to Pont,Bangladesh Bureau of Statistics (BBS),,,4.69%,5.17%,5.39%,5.55%,5.86%,5.94%,,,6.19%,6.48%,,,Percentage
,,2012-2013,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,9.17%,,,,,,,,,,,,,Percentage
,,2013-2014,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,5.54%,,,,,,,,,,,,,Percentage
,,2014-2015,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,5.99%,,,,,,,,,,,,,Percentage
,,2015-2016,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,7.47%,,,,,,,,,,,,,Percentage
,,2016-2017,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,4.57%,,,,,,,,,,,,,Percentage
,,2017-2018,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,3.73%,,,,,,,,,,,,,Percentage
,,2018-2019,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,5.42%,,,,,,,,,,,,,Percentage
,,2019-2020,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,5.85%,,,,,,,,,,,,,Percentage
,,2020-2021,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,5.29%,,,,,,,,,,,,,Percentage
,2018,,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,,,,,,,,3.82%,3.90%,4.07%,4.26%,4.38%,4.51%,Percentage
,2019,,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,,4.71%,4.89%,5.03%,5.21%,5.36%,5.42%,5.54%,5.63%,5.67%,5.64%,5.63%,5.64%,Percentage
,2020,,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,,5.70%,5.77%,5.86%,5.90%,5.89%,5.85%,5.79%,5.72%,5.66%,5.62%,5.59%,5.56%,Percentage
,2021,,Inflation (Non-food)- Average,Bangladesh Bureau of Statistics (BBS),,,5.43%,5.34%,5.26%,5.22%,5.23%,5.29%,,,,,,,Percentage
,2021,,Foreign Exchange Reserve,Bangladesh Bank,,,42.86,44.02,43.44,44.95,44.96,46.39,45.84,48.06,46.20,46.46,,,Billion USD
,,2010-2011,Weighted Average Exchange Rate(Average),Bangladesh Bank,71.2164,,,,,,,,,,,,,,BDT
,,2011-2012,Weighted Average Exchange Rate(Average),Bangladesh Bank,79.2102,,,,,,,,,,,,,,BDT
,,2012-2013,Weighted Average Exchange Rate(Average),Bangladesh Bank,79.9359,,,,,,,,,,,,,,BDT
,,2013-2014,Weighted Average Exchange Rate(Average),Bangladesh Bank,77.72,,,,,,,,,,,,,,BDT
,,2014-2015,Weighted Average Exchange Rate(Average),Bangladesh Bank,77.675,,,,,,,,,,,,,,BDT
,,2015-2016,Weighted Average Exchange Rate(Average),Bangladesh Bank,78.2686,,,,,,,,,,,,,,BDT
,,2016-2017,Weighted Average Exchange Rate(Average),Bangladesh Bank,79.133,,,,,,,,,,,,,,BDT
,,2017-2018,Weighted Average Exchange Rate(Average),Bangladesh Bank,82.1077,,,,,,,,,,,,,,BDT
,,2018-2019,Weighted Average Exchange Rate(Average),Bangladesh Bank,84.0208,,,,,,,,,,,,,,BDT
,,2019-2020,Weighted Average Exchange Rate(Average),Bangladesh Bank,84.7811,,,,,,,,,,,,,,BDT
,2018,,Weighted Average Exchange Rate(Average),Bangladesh Bank,,,,,,,,,83.75,83.75,83.75,83.82,83.87,83.90,BDT
,2019,,Weighted Average Exchange Rate(Average),Bangladesh Bank,,,83.9414,84.0319,84.206,84.3285,84.4929,84.5,84.50,84.50,84.50,84.67,84.78,84.90,BDT
,2020,,Weighted Average Exchange Rate(Average),Bangladesh Bank,,,84.9,84.9497,84.95,84.95,84.95,84.9191,,,,,,,BDT
,,2010-2011,Weighted Average Exchange Rate(end period),Bangladesh Bank,,74.1493,,,,,,,,,,,,,BDT
,,2011-2012,Weighted Average Exchange Rate(end period),Bangladesh Bank,,81.8158,,,,,,,,,,,,,BDT
,,2012-2013,Weighted Average Exchange Rate(end period),Bangladesh Bank,,77.7593,,,,,,,,,,,,,BDT
,,2013-2014,Weighted Average Exchange Rate(end period),Bangladesh Bank,,77.63,,,,,,,,,,,,,BDT
,,2014-2015,Weighted Average Exchange Rate(end period),Bangladesh Bank,,77.8004,,,,,,,,,,,,,BDT
,,2015-2016,Weighted Average Exchange Rate(end period),Bangladesh Bank,,78.4,,,,,,,,,,,,,BDT
,,2016-2017,Weighted Average Exchange Rate(end period),Bangladesh Bank,,80.5988,,,,,,,,,,,,,BDT
,,2017-2018,Weighted Average Exchange Rate(end period),Bangladesh Bank,,83.7022,,,,,,,,,,,,,BDT
,,2018-2019,Weighted Average Exchange Rate(end period),Bangladesh Bank,,84.5,,,,,,,,,,,,,BDT
,,2019-2020,Weighted Average Exchange Rate(end period),Bangladesh Bank,,84.9,,,,,,,,,,,,,BDT
,2018,,Weighted Average Exchange Rate(end period),Bangladesh Bank,,,,,,,,,83.75,83.75,83.75,83.85,83.90,83.90,BDT
,2019,,Weighted Average Exchange Rate(end period),Bangladesh Bank,,,83.95,84.15,84.25,84.45,84.5,84.5,84.50,84.50,84.50,84.75,84.90,84.90,BDT
,2020,,Weighted Average Exchange Rate(end period),Bangladesh Bank,,,84.9,84.95,84.95,84.95,84.95,84.9,,,,,,,BDT
,,2009-2010,FDI - Equity Capital,Bangladesh Bank,,515.14,,,,,,,,,,,,,Million USD
,,2010-2011,FDI - Equity Capital,Bangladesh Bank,,249.95,,,,,,,,,,,,,Million USD
,,2011-2012,FDI - Equity Capital,Bangladesh Bank,,454.1,,,,,,,,,,,,,Million USD
,,2012-2013,FDI - Equity Capital,Bangladesh Bank,,761.03,,,,,,,,,,,,,Million USD
,,2013-2014,FDI - Equity Capital,Bangladesh Bank,,233.84,,,,,,,,,,,,,Million USD
,,2014-2015,FDI - Equity Capital,Bangladesh Bank,,528.03,,,,,,,,,,,,,Million USD
,,2015-2016,FDI - Equity Capital,Bangladesh Bank,,505.55,,,,,,,,,,,,,Million USD
,,2016-2017,FDI - Equity Capital,Bangladesh Bank,,1006.74,,,,,,,,,,,,,Million USD
,,2017-2018,FDI - Equity Capital,Bangladesh Bank,,614.76,,,,,,,,,,,,,Million USD
,,2018-2019,FDI - Equity Capital,Bangladesh Bank,,1195.2,,,,,,,,,,,,,Million USD
,,2019-2020,FDI - Equity Capital,Bangladesh Bank,,727.93,,,,,,,,,,,,,Million USD
,,2009-2010,FDI - Intra Company Loans,Bangladesh Bank,,66.78,,,,,,,,,,,,,Million USD
,,2010-2011,FDI - Intra Company Loans,Bangladesh Bank,,83.9,,,,,,,,,,,,,Million USD
,,2011-2012,FDI - Intra Company Loans,Bangladesh Bank,,198.43,,,,,,,,,,,,,Million USD
,,2012-2013,FDI - Intra Company Loans,Bangladesh Bank,,323.96,,,,,,,,,,,,,Million USD
,,2013-2014,FDI - Intra Company Loans,Bangladesh Bank,,450.72,,,,,,,,,,,,,Million USD
,,2014-2015,FDI - Intra Company Loans,Bangladesh Bank,,164.5,,,,,,,,,,,,,Million USD
,,2015-2016,FDI - Intra Company Loans,Bangladesh Bank,,343.53,,,,,,,,,,,,,Million USD
,,2016-2017,FDI - Intra Company Loans,Bangladesh Bank,,195.07,,,,,,,,,,,,,Million USD
,,2017-2018,FDI - Intra Company Loans,Bangladesh Bank,,712.24,,,,,,,,,,,,,Million USD
,,2018-2019,FDI - Intra Company Loans,Bangladesh Bank,,1330.33,,,,,,,,,,,,,Million USD
,,2019-2020,FDI - Intra Company Loans,Bangladesh Bank,,132.43,,,,,,,,,,,,,Million USD
,,2009-2010,FDI - Reinvested earnings,Bangladesh Bank,,331.1,,,,,,,,,,,,,Million USD
,,2010-2011,FDI - Reinvested earnings,Bangladesh Bank,,445.19,,,,,,,,,,,,,Million USD
,,2011-2012,FDI - Reinvested earnings,Bangladesh Bank,,542.35,,,,,,,,,,,,,Million USD
,,2012-2013,FDI - Reinvested earnings,Bangladesh Bank,,645.64,,,,,,,,,,,,,Million USD
,,2013-2014,FDI - Reinvested earnings,Bangladesh Bank,,795.78,,,,,,,,,,,,,Million USD
,,2014-2015,FDI - Reinvested earnings,Bangladesh Bank,,1141.34,,,,,,,,,,,,,Million USD
,,2015-2016,FDI - Reinvested earnings,Bangladesh Bank,,1154.45,,,,,,,,,,,,,Million USD
,,2016-2017,FDI - Reinvested earnings,Bangladesh Bank,,1253,,,,,,,,,,,,,Million USD
,,2017-2018,FDI - Reinvested earnings,Bangladesh Bank,,1253.44,,,,,,,,,,,,,Million USD
,,2018-2019,FDI - Reinvested earnings,Bangladesh Bank,,1363.46,,,,,,,,,,,,,Million USD
,,2019-2020,FDI - Reinvested earnings,Bangladesh Bank,,1510.09,,,,,,,,,,,,,Million USD
,,2000-2001,Loan or Credit in Private Sector,Bangladesh Bank,,65658.7,,,,,,,,,,,,,Crore BDT
,,2001-2002,Loan or Credit in Private Sector,Bangladesh Bank,,74554.2,,,,,,,,,,,,,Crore BDT
,,2002-2003,Loan or Credit in Private Sector,Bangladesh Bank,,84027.6,,,,,,,,,,,,,Crore BDT
,,2003-2004,Loan or Credit in Private Sector,Bangladesh Bank,,95869.4,,,,,,,,,,,,,Crore BDT
,,2004-2005,Loan or Credit in Private Sector,Bangladesh Bank,,112015.5,,,,,,,,,,,,,Crore BDT
,,2005-2006,Loan or Credit in Private Sector,Bangladesh Bank,,132317.5,,,,,,,,,,,,,Crore BDT
,,2006-2007,Loan or Credit in Private Sector,Bangladesh Bank,,152177.1,,,,,,,,,,,,,Crore BDT
,,2007-2008,Loan or Credit in Private Sector,Bangladesh Bank,,190135.7,,,,,,,,,,,,,Crore BDT
,,2008-2009,Loan or Credit in Private Sector,Bangladesh Bank,,217927.5,,,,,,,,,,,,,Crore BDT
,,2009-2010,Loan or Credit in Private Sector,Bangladesh Bank,,270760.8,,,,,,,,,,,,,Crore BDT
,,2010-2011,Loan or Credit in Private Sector,Bangladesh Bank,,340712.7,,,,,,,,,,,,,Crore BDT
,,2011-2012,Loan or Credit in Private Sector,Bangladesh Bank,,407901.6,,,,,,,,,,,,,Crore BDT
,,2012-2013,Loan or Credit in Private Sector,Bangladesh Bank,,452157.2,,,,,,,,,,,,,Crore BDT
,,2013-2014,Loan or Credit in Private Sector,Bangladesh Bank,,507639.9,,,,,,,,,,,,,Crore BDT
,,2014-2015,Loan or Credit in Private Sector,Bangladesh Bank,,574599.3,,,,,,,,,,,,,Crore BDT
,,2015-2016,Loan or Credit in Private Sector,Bangladesh Bank,,671009.3,,,,,,,,,,,,,Crore BDT
,,2016-2017,Loan or Credit in Private Sector,Bangladesh Bank,,776056.5,,,,,,,,,,,,,Crore BDT
,,2017-2018,Loan or Credit in Private Sector,Bangladesh Bank,,907531.6,,,,,,,,,,,,,Crore BDT
,,2018-2019,Loan or Credit in Private Sector,Bangladesh Bank,,1010255.7,,,,,,,,,,,,,Crore BDT
,,2019-2020,Loan or Credit in Private Sector,Bangladesh Bank,,1097267.9,,,,,,,,,,,,,Crore BDT
,,2020-2021,Loan or Credit in Private Sector,Bangladesh Bank,,13665399.8,,,,,,,,,,,,,Crore BDT
,2018,,Loan or Credit in Private Sector,Bangladesh Bank,,,,,,,,,901465.60,910166.00,918745.60,932345.00,942793.50,958851.20,Crore BDT
,2019,,Loan or Credit in Private Sector,Bangladesh Bank,,,963808,970348.7,979686.1,987929.2,1000918.2,1010255.7,1002966.00,1007398.00,1016696.80,1025958.40,1035815.30,1053151.60,Crore BDT
,2020,,Loan or Credit in Private Sector,Bangladesh Bank,,,1052473.7,1058899.4,1066579.5,1075170.6,1089557.6,1097267.9,1095201.80,1101675.70,1113082.30,1114322.40,1120902.00,1141303.00,Crore BDT
,2021,,Loan or Credit in Private Sector,Bangladesh Bank,,,1140023.3,1153510.6,1160383.4,1164331.4,1171808.9,1188855,1187010.00,1194391.00,1210722.00,1219536.00,,,Crore BDT
